"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1951,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",30000000,"","２ＬＤＫ","55",,"","","","昭和54年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第４四半期","未改装",""
1952,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",19000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成25年第４四半期","改装済",""
1953,"宅地(土地と建物)","商業地","13103","東京都","港区","芝浦","田町(東京)","1",100000000,"","","45",,"ほぼ長方形","5.9","230","昭和60年","鉄骨造","住宅、事務所、作業場、店舗","","南西","区道",41.0,"商業地域",80,500,"平成25年第３四半期","",""
1954,"宅地(土地)","商業地","13103","東京都","港区","芝浦","田町(東京)","8",140000000,"2600000","","180",780000,"長方形","16.0","","","","","","北東","区道",7.3,"準工業地域",60,400,"平成25年第３四半期","",""
1955,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",34000000,"","３ＬＤＫ","75",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","未改装",""
1956,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",19000000,"","２ＤＫ","40",,"","","","","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","",""
1957,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",19000000,"","１ＬＤＫ","20",,"","","","平成14年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","未改装",""
1958,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",32000000,"","１ＬＤＫ","55",,"","","","平成15年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","未改装",""
1959,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",18000000,"","１Ｋ","20",,"","","","平成14年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","未改装",""
1960,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",86000000,"","","95",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第３四半期","未改装",""
1961,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","15",78000000,"","３ＬＤＫ","90",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第３四半期","未改装",""
1962,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","12",90000000,"","３ＬＤＫ","100",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第３四半期","",""
1963,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",45000000,"","１ＬＤＫ","50",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第３四半期","未改装",""
1964,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","15",49000000,"","２ＬＤＫ","60",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第３四半期","未改装",""
1965,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",15000000,"","１Ｋ","20",,"","","","平成17年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成25年第３四半期","",""
1966,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",28000000,"","２ＬＤＫ","60",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","未改装",""
1967,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",18000000,"","１Ｋ","20",,"","","","平成17年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成25年第３四半期","",""
1968,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","3",6400000,"","１Ｒ","15",,"","","","昭和52年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","",""
1969,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",22000000,"","２ＤＫ","40",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","改装済",""
1970,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",6000000,"","１Ｒ","20",,"","","","昭和55年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","",""
1971,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",19000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成25年第２四半期","",""
1972,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",68000000,"","","85",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第２四半期","未改装",""
1973,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",50000000,"","２ＬＤＫ","60",,"","","","平成19年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","",""
1974,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",35000000,"","３ＬＤＫ","65",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","改装済",""
1975,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",34000000,"","３ＬＤＫ","75",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","未改装",""
1976,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","12",54000000,"","２ＬＤＫ","75",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第２四半期","改装済",""
1977,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",40000000,"","３ＬＤＫ","75",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","改装済",""
1978,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",30000000,"","２ＬＤＫ","45",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","改装済",""
1979,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",12000000,"","","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","",""
1980,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",8500000,"","１Ｒ","20",,"","","","昭和55年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","未改装",""
1981,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",20000000,"","１Ｋ","20",,"","","","昭和55年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","改装済",""
1982,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","3",7600000,"","１Ｒ","20",,"","","","昭和51年","ＳＲＣ","住宅","","","",,"",,,"平成25年第２四半期","改装済",""
1983,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","15",57000000,"","２ＬＤＫ","70",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第２四半期","未改装",""
1984,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",33000000,"","３ＬＤＫ","75",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","未改装",""
1985,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",73000000,"","２ＬＤＫ","75",,"","","","平成19年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","未改装",""
1986,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",55000000,"","２ＬＤＫ","60",,"","","","平成19年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","未改装",""
1987,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",63000000,"","１ＤＫ","75",,"","","","平成19年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第２四半期","改装済",""
1988,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","15",53000000,"","２ＬＤＫ","60",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第２四半期","未改装",""
1989,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","15",64000000,"","３ＬＤＫ","90",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第２四半期","未改装",""
1990,"宅地(土地と建物)","商業地","13103","東京都","港区","芝浦","田町(東京)","5",540000000,"","","300",,"長方形","12.5","1200","平成15年","ＲＣ","事務所、店舗、その他","","北西","区道",10.9,"準工業地域",60,400,"平成25年第１四半期","",""
1991,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","5",14000000,"","２ＤＫ","40",,"","","","","ＳＲＣ","住宅","","","",,"商業地域",80,400,"平成25年第１四半期","未改装",""
1992,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",7000000,"","１Ｋ","20",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第１四半期","",""
1993,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",73000000,"","３ＬＤＫ","90",,"","","","平成19年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第１四半期","",""
1994,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",17000000,"","１Ｋ","25",,"","","","平成14年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第１四半期","未改装",""
1995,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","7",14000000,"","１Ｋ","20",,"","","","平成13年","ＳＲＣ","住宅","","","",,"商業地域",80,400,"平成25年第１四半期","未改装",""
1996,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","15",50000000,"","２ＬＤＫ","75",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第１四半期","未改装",""
1997,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",7000000,"","１Ｋ","15",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第１四半期","未改装",""
1998,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","11",19000000,"","１Ｋ","20",,"","","","平成17年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成25年第１四半期","未改装",""
1999,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","13",62000000,"","３ＬＤＫ","75",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第１四半期","未改装",""
2000,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","15",45000000,"","１ＬＤＫ","55",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第１四半期","未改装",""
